JD,RV,RV_err,source
2458817.431283,16.650624,0.0182425622,STELLA
2458817.431291,16.490105,0.0176145531,STELLA
2458817.4313,16.490105,0.017614553,STELLA
2458817.4313,16.650624,0.018242562,STELLA
2458817.4317,16.58797,0.0193908,STELLA
2458817.43172,16.58797,0.0193907995,STELLA
2458817.542763,16.583344,0.0187778265,STELLA
2458817.5428,16.583344,0.018777826,STELLA
2458817.543185,16.729317,0.019214135,STELLA
2458817.543192,16.611238,0.0195335471,STELLA
2458817.5432,16.729317,0.019214135,STELLA
2458817.5432,16.611238,0.019533547,STELLA
2458817.5436,16.583881,0.01880475,STELLA
2458817.54362,16.583881,0.0188047501,STELLA
2458817.6344,16.785319,0.020425259,STELLA
2458817.634409,16.785319,0.0204252588,STELLA
2458817.6348,16.811562,0.020285202,STELLA
2458817.6348,16.831256,0.020143082,STELLA
2458817.634832,16.831256,0.0201430824,STELLA
2458817.634838,16.811562,0.0202852022,STELLA
2458817.635267,16.827656,0.0196995222,STELLA
2458817.6353,16.827656,0.019699522,STELLA
2458818.439,16.619927,0.017978782,STELLA
2458818.439045,16.619927,0.0179787821,STELLA
2458818.439466,16.75829,0.0185338323,STELLA
2458818.439473,16.63528,0.0178627601,STELLA
2458818.4395,16.75829,0.018533832,STELLA
2458818.4395,16.63528,0.01786276,STELLA
2458818.4399,16.69548,0.018618542,STELLA
2458818.439914,16.69548,0.0186185417,STELLA
2458818.5352,16.851958,0.020367415,STELLA
2458818.535226,16.851958,0.020367415,STELLA
2458818.5356,16.797967,0.019731065,STELLA
2458818.53565,16.797967,0.0197310645,STELLA
2458818.535654,16.741718,0.0197181877,STELLA
2458818.5357,16.741718,0.019718188,STELLA
2458818.536083,16.5517,0.0180511572,STELLA
2458818.5361,16.5517,0.018051157,STELLA
2458818.626,16.841735,0.019280228,STELLA
2458818.626014,16.841735,0.0192802282,STELLA
2458818.6264,16.825718,0.019478531,STELLA
2458818.6264,16.887,0.019178078,STELLA
2458818.62644,16.887,0.0191780785,STELLA
2458818.626443,16.825718,0.0194785307,STELLA
2458818.626871,16.791445,0.0192978981,STELLA
2458818.6269,16.791445,0.019297898,STELLA
2458818.718586,16.691979,0.0181557461,STELLA
2458818.7186,16.691979,0.018155746,STELLA
2458818.719,16.765066,0.019709025,STELLA
2458818.719,16.877134,0.018962245,STELLA
2458818.719012,16.877134,0.0189622445,STELLA
2458818.719014,16.765066,0.0197090247,STELLA
2458818.7194,16.874643,0.020245466,STELLA
2458818.719444,16.874643,0.0202454659,STELLA
2458819.426,16.632035,0.018110357,STELLA
2458819.426049,16.632035,0.0181103566,STELLA
2458819.426477,16.705028,0.019761004,STELLA
2458819.426478,16.554575,0.0186239199,STELLA
2458819.4265,16.705028,0.019761004,STELLA
2458819.4265,16.554575,0.01862392,STELLA
2458819.4269,16.558832,0.019238089,STELLA
2458819.426907,16.558832,0.0192380893,STELLA
2458819.597772,16.901987,0.0185859566,STELLA
2458819.5978,16.901987,0.018585957,STELLA
2458819.5982,16.936747,0.020463858,STELLA
2458819.598201,16.936747,0.0204638581,STELLA
2458819.598357,16.733582,0.0193548496,STELLA
2458819.5984,16.733582,0.01935485,STELLA
2458819.6058,16.922333,0.019013782,STELLA
2458819.605815,16.922333,0.0190137822,STELLA
2458819.6062,16.956293,0.019991487,STELLA
2458819.6062,16.927503,0.020227341,STELLA
2458819.60624,16.956293,0.019991487,STELLA
2458819.606243,16.927503,0.0202273413,STELLA
2458819.606672,16.905774,0.0206868063,STELLA
2458819.6067,16.905774,0.020686806,STELLA
2458819.699552,16.85617,0.020622389,STELLA
2458819.6996,16.85617,0.020622389,STELLA
2458819.699969,16.891334,0.0194517769,STELLA
2458819.69998,16.753611,0.0179391738,STELLA
2458819.7,16.753611,0.017939174,STELLA
2458819.7,16.891334,0.019451777,STELLA
2458819.7004,16.716511,0.018183849,STELLA
2458819.700409,16.716511,0.0181838493,STELLA
2458820.4212,16.526422,0.021704249,STELLA
2458820.421209,16.526422,0.0217042495,STELLA
2458820.4216,16.746542,0.01957502,STELLA
2458820.4216,16.473031,0.021945176,STELLA
2458820.421635,16.746542,0.0195750198,STELLA
2458820.421638,16.473031,0.0219451755,STELLA
2458820.422067,16.549466,0.0202747371,STELLA
2458820.4221,16.549466,0.020274737,STELLA
2458821.69638,16.868323,0.0164802845,STELLA
2458821.6964,16.868323,0.016480284,STELLA
2458821.696799,16.997585,0.0193643406,STELLA
2458821.6968,16.997585,0.019364341,STELLA
2458821.6968,16.918876,0.018026378,STELLA
2458821.696809,16.918876,0.0180263778,STELLA
2458821.6972,16.746825,0.017612408,STELLA
2458821.697238,16.746825,0.0176124084,STELLA
2458825.7551,16.796587,0.016398641,STELLA
2458825.755125,16.796587,0.0163986413,STELLA
2458825.75558,16.823469,0.0175239215,STELLA
2458825.7556,16.75804,0.0184123508,STELLA
2458825.7556,16.75804,0.018412351,STELLA
2458825.7556,16.823469,0.017523922,STELLA
2458825.756064,16.709279,0.0172948297,STELLA
2458825.7561,16.709279,0.01729483,STELLA
2458826.6559,16.853265,0.018654203,STELLA
2458826.65593,16.853265,0.018654203,STELLA
2458826.656351,17.012067,0.0169712072,STELLA
2458826.656359,16.917018,0.0168002096,STELLA
2458826.6564,17.012067,0.016971207,STELLA
2458826.6564,16.917018,0.01680021,STELLA
2458826.656788,16.985031,0.0179157756,STELLA
2458826.6568,16.985031,0.017915776,STELLA
2458827.6133,17.141534,0.017247519,STELLA
2458827.613321,17.141534,0.0172475186,STELLA
2458827.6137,17.304061,0.015401446,STELLA
2458827.6137,17.33004,0.018402557,STELLA
2458827.613742,17.304061,0.0154014455,STELLA
2458827.613749,17.33004,0.0184025573,STELLA
2458827.614178,17.268626,0.0158804219,STELLA
2458827.6142,17.268626,0.015880422,STELLA
2458828.543493,17.431171,0.0171751888,STELLA
2458828.5435,17.431171,0.017175189,STELLA
2458828.5439,17.475754,0.016578956,STELLA
2458828.5439,17.446508,0.016929582,STELLA
2458828.54392,17.475754,0.0165789559,STELLA
2458828.543922,17.446508,0.0169295817,STELLA
2458828.54435,17.445806,0.0171627198,STELLA
2458828.5444,17.445806,0.01716272,STELLA
2458830.405789,17.404597,0.0157376589,STELLA
2458830.4058,17.404597,0.015737659,STELLA
2458830.4062,17.565365,0.017143993,STELLA
2458830.4062,17.344888,0.015178837,STELLA
2458830.406217,17.565365,0.0171439931,STELLA
2458830.40623,17.344888,0.0151788367,STELLA
2458830.406659,17.443606,0.0171782961,STELLA
2458830.4067,17.443606,0.017178296,STELLA
2458831.498594,17.528139,0.0157503121,STELLA
2458831.4986,17.528139,0.015750312,STELLA
2458831.499,17.433401,0.015101002,STELLA
2458831.499,17.570113,0.016659076,STELLA
2458831.499032,17.570113,0.0166590756,STELLA
2458831.499047,17.433401,0.0151010024,STELLA
2458831.499487,17.3914,0.0143337508,STELLA
2458831.4995,17.3914,0.014333751,STELLA
2458833.4593,17.40439,0.014048902,STELLA
2458833.459332,17.40439,0.014048902,STELLA
2458833.459758,17.509858,0.0137451047,STELLA
2458833.459761,17.466044,0.0145167557,STELLA
2458833.4598,17.466044,0.014516756,STELLA
2458833.4598,17.509858,0.013745105,STELLA
2458833.4602,17.478691,0.013649466,STELLA
2458833.460202,17.478691,0.0136494662,STELLA
2458835.490291,17.362351,0.0142116904,STELLA
2458835.4903,17.362351,0.01421169,STELLA
2458835.4907,17.353647,0.014662784,STELLA
2458835.4907,17.342531,0.015417661,STELLA
2458835.490733,17.353647,0.0146627842,STELLA
2458835.490742,17.342531,0.0154176611,STELLA
2458835.491194,17.346877,0.0139815258,STELLA
2458835.4912,17.346877,0.013981526,STELLA
2458836.533568,18.39367,0.0110952189,STELLA
2458836.533989,18.372973,0.0130707265,STELLA
2458836.533997,18.369937,0.0118368691,STELLA
2458836.534426,18.326595,0.0131947687,STELLA
2458837.553604,18.484646,0.01412092,STELLA
2458837.554026,18.4469,0.014589619,STELLA
2458837.554033,18.499416,0.0124433462,STELLA
2458837.554461,18.39206,0.0124425347,STELLA
2458838.515447,18.704191,0.013311509,STELLA
2458838.515868,18.787346,0.0165520981,STELLA
2458838.515876,18.731087,0.0100418737,STELLA
2458838.516305,18.759052,0.0126004546,STELLA
2458839.508254,18.824829,0.0144327378,STELLA
2458839.508679,18.8467,0.0152143418,STELLA
2458839.508682,18.775333,0.0124979607,STELLA
2458839.509111,18.897123,0.0151835758,STELLA
2458841.4382,17.920558,0.014409263,STELLA
2458841.43822,17.920558,0.0144092631,STELLA
2458841.4386,17.861816,0.010402632,STELLA
2458841.438649,17.861816,0.0104026322,STELLA
2458841.438661,17.928659,0.0162466631,STELLA
2458841.4387,17.928659,0.016246663,STELLA
2458841.4391,17.866874,0.012441035,STELLA
2458841.439101,17.866874,0.012441035,STELLA
2458842.56019,18.295231,0.0097373572,STELLA
2458842.5602,18.295231,0.0097373572,STELLA
2458842.5606,18.294503,0.0076628634,STELLA
2458842.5606,18.261031,0.010430726,STELLA
2458842.56061,18.294503,0.0076628634,STELLA
2458842.560618,18.261031,0.0104307257,STELLA
2458842.561,18.27957,0.011706669,STELLA
2458842.561048,18.27957,0.0117066694,STELLA
2458843.4852,18.610044,0.010790897,STELLA
2458843.48521,18.610044,0.0107908968,STELLA
2458843.4856,18.485432,0.012067367,STELLA
2458843.48565,18.485432,0.0120673668,STELLA
2458843.485662,18.53458,0.0145220303,STELLA
2458843.4857,18.53458,0.01452203,STELLA
2458843.4861,18.354233,0.015812555,STELLA
2458843.486103,18.354233,0.0158125554,STELLA
2458844.492753,18.244786,0.0173261482,STELLA
2458844.4928,18.244786,0.017326148,STELLA
2458844.493198,18.218499,0.0141001788,STELLA
2458844.4932,18.218499,0.014100179,STELLA
2458844.4932,18.210837,0.014893708,STELLA
2458844.493205,18.210837,0.0148937076,STELLA
2458844.493669,18.313509,0.0153811703,STELLA
2458844.4937,18.313509,0.01538117,STELLA
2458847.4207,18.585157,0.014808866,STELLA
2458847.42075,18.585157,0.0148088657,STELLA
2458847.421193,18.490565,0.0149874587,STELLA
2458847.4212,18.490565,0.014987459,STELLA
2458847.4212,18.570888,0.013506913,STELLA
2458847.421202,18.570888,0.0135069129,STELLA
2458847.421654,18.54535,0.0168477626,STELLA
2458847.4217,18.54535,0.016847763,STELLA
2458848.4826,18.724206,0.016201052,STELLA
2458848.482612,18.724206,0.0162010516,STELLA
2458848.483063,18.682345,0.0143241161,STELLA
2458848.483064,18.758454,0.0152795133,STELLA
2458848.4831,18.682345,0.014324116,STELLA
2458848.4831,18.758454,0.015279513,STELLA
2458848.4835,18.683027,0.014178384,STELLA
2458848.483516,18.683027,0.0141783836,STELLA
2458849.485677,18.755178,0.0154921866,STELLA
2458849.4857,18.755178,0.015492187,STELLA
2458849.4861,18.71854,0.014994871,STELLA
2458849.4861,18.774933,0.013699085,STELLA
2458849.486112,18.71854,0.0149948713,STELLA
2458849.486129,18.774933,0.0136990848,STELLA
2458849.48657,18.807177,0.0160345075,STELLA
2458849.4866,18.807177,0.016034508,STELLA
2458850.501004,19.393992,0.0127905595,STELLA
2458850.501428,19.491015,0.0145513533,STELLA
2458850.501432,19.238838,0.0149619833,STELLA
2458850.501861,19.507676,0.0119470075,STELLA
2458850.508316,19.393573,0.0092273714,STELLA
2458850.508743,19.577577,0.0098499408,STELLA
2458850.508744,19.412716,0.0186653424,STELLA
2458850.509173,19.527563,0.0143957195,STELLA
2458850.518584,19.528538,0.0175653113,STELLA
2458850.519009,19.485996,0.0098009365,STELLA
2458850.519013,19.4464,0.0144615033,STELLA
2458850.519442,19.864931,0.0125113845,STELLA
2458851.483288,19.20297,0.0137453169,STELLA
2458851.4833,19.20297,0.013745317,STELLA
2458851.4837,19.090817,0.013332122,STELLA
2458851.4837,19.128355,0.014690718,STELLA
2458851.483722,19.128355,0.0146907183,STELLA
2458851.483728,19.090817,0.0133321219,STELLA
2458851.484169,19.114954,0.0127567136,STELLA
2458851.4842,19.114954,0.012756714,STELLA
2458852.4775,19.22036,0.015147877,STELLA
2458852.477546,19.22036,0.015147877,STELLA
2458852.477994,19.157034,0.0173628713,STELLA
2458852.477998,19.153598,0.0153136452,STELLA
2458852.478,19.153598,0.015313645,STELLA
2458852.478,19.157034,0.017362871,STELLA
2458852.47845,19.161523,0.0144586787,STELLA
2458852.4785,19.161523,0.014458679,STELLA
2458853.4739,19.090582,0.016681202,STELLA
2458853.473939,19.090582,0.0166812021,STELLA
2458853.474393,19.036946,0.015398032,STELLA
2458853.4744,19.036946,0.015398032,STELLA
2458853.4744,19.062791,0.016849767,STELLA
2458853.474403,19.062791,0.0168497667,STELLA
2458853.474878,19.149474,0.0136136876,STELLA
2458853.4749,19.149474,0.013613688,STELLA
2458854.474589,19.368093,0.0153283879,STELLA
2458854.4746,19.368093,0.015328388,STELLA
2458854.475,19.40124,0.014867196,STELLA
2458854.475,19.412028,0.014881689,STELLA
2458854.475027,19.412028,0.0148816891,STELLA
2458854.475041,19.40124,0.014867196,STELLA
2458854.475482,19.409523,0.0144546217,STELLA
2458854.4755,19.409523,0.014454622,STELLA
2458856.411154,19.403702,0.0125308319,STELLA
2458856.4112,19.403702,0.012530832,STELLA
2458856.411581,19.533654,0.012730369,STELLA
2458856.411583,19.453985,0.0125647707,STELLA
2458856.4116,19.533654,0.012730369,STELLA
2458856.4116,19.453985,0.012564771,STELLA
2458856.412,19.497806,0.012233353,STELLA
2458856.412012,19.497806,0.0122333527,STELLA
2458857.5868,19.56793,0.012302825,STELLA
2458857.58683,19.56793,0.0123028251,STELLA
2458857.587387,19.588031,0.0118583815,STELLA
2458857.5874,19.712096,0.012335402,STELLA
2458857.5874,19.588031,0.011858382,STELLA
2458857.587401,19.712096,0.0123354019,STELLA
2458857.588,19.564762,0.012990497,STELLA
2458857.588003,19.564762,0.0129904966,STELLA
2458858.4949,19.663714,0.011230626,STELLA
2458858.494909,19.663714,0.0112306259,STELLA
2458858.4954,19.801978,0.01304989,STELLA
2458858.495438,19.801978,0.01304989,STELLA
2458858.495454,19.635039,0.0122459355,STELLA
2458858.4955,19.635039,0.012245936,STELLA
2458858.495976,19.635897,0.0118157951,STELLA
2458858.496,19.635897,0.011815795,STELLA
2458859.491658,19.131136,0.0125460742,STELLA
2458859.492083,19.215741,0.0137730882,STELLA
2458859.492086,19.081356,0.0124873338,STELLA
2458859.492515,19.007712,0.0123708528,STELLA
2458860.482888,19.923844,0.0108145377,STELLA
2458860.4829,19.923844,0.010814538,STELLA
2458860.4833,20.080806,0.012109928,STELLA
2458860.483343,20.080806,0.0121099279,STELLA
2458860.483351,20.018562,0.0110184916,STELLA
2458860.4834,20.018562,0.011018492,STELLA
2458860.4838,20.011968,0.010971776,STELLA
2458860.483826,20.011968,0.010971776,STELLA
2458861.477389,19.94679,0.011421844,STELLA
2458861.4774,19.94679,0.011421844,STELLA
2458861.4778,19.983865,0.011390322,STELLA
2458861.4778,20.056902,0.012027922,STELLA
2458861.47782,20.056902,0.0120279216,STELLA
2458861.47783,19.983865,0.0113903219,STELLA
2458861.478293,20.020755,0.0122372194,STELLA
2458861.4783,20.020755,0.012237219,STELLA
2458862.5224,20.148384,0.010588314,STELLA
2458862.522434,20.148384,0.0105883143,STELLA
2458862.522861,20.271573,0.0120016542,STELLA
2458862.522863,20.103159,0.009818248,STELLA
2458862.5229,20.271573,0.012001654,STELLA
2458862.5229,20.103159,0.009818248,STELLA
2458862.523292,20.192554,0.0108994336,STELLA
2458862.5233,20.192554,0.010899434,STELLA
2458863.463789,20.240704,0.0116103482,STELLA
2458863.4638,20.240704,0.011610348,STELLA
2458863.4642,20.311175,0.010737744,STELLA
2458863.4642,20.267256,0.011543714,STELLA
2458863.464212,20.311175,0.0107377438,STELLA
2458863.464218,20.267256,0.0115437136,STELLA
2458863.4646,20.089856,0.010018759,STELLA
2458863.464647,20.089856,0.0100187595,STELLA
2458863.4899,20.130557,0.011995548,STELLA
2458863.489919,20.130557,0.0119955481,STELLA
2458863.4903,20.293485,0.011141168,STELLA
2458863.4903,20.246593,0.010992404,STELLA
2458863.490345,20.293485,0.0111411684,STELLA
2458863.490348,20.246593,0.0109924038,STELLA
2458863.490777,20.161479,0.0116319736,STELLA
2458863.4908,20.161479,0.011631974,STELLA
2458863.514853,20.186668,0.0098443533,STELLA
2458863.5149,20.186668,0.0098443533,STELLA
2458863.515274,20.322636,0.0112540708,STELLA
2458863.515282,20.21043,0.0108560175,STELLA
2458863.5153,20.21043,0.010856018,STELLA
2458863.5153,20.322636,0.011254071,STELLA
2458863.5157,20.178644,0.011866021,STELLA
2458863.515711,20.178644,0.0118660208,STELLA
2458863.5969,20.240195,0.011142123,STELLA
2458863.596946,20.240195,0.0111421233,STELLA
2458863.597366,20.31757,0.0119847594,STELLA
2458863.597375,20.191628,0.0106203932,STELLA
2458863.5974,20.31757,0.011984759,STELLA
2458863.5974,20.191628,0.010620393,STELLA
2458863.5978,20.105642,0.011465614,STELLA
2458863.597804,20.105642,0.0114656139,STELLA
2458864.418167,20.277752,0.010814653,STELLA
2458864.4182,20.277752,0.010814653,STELLA
2458864.4186,20.317022,0.010349395,STELLA
2458864.4186,20.384091,0.010857793,STELLA
2458864.418619,20.317022,0.0103493948,STELLA
2458864.418628,20.384091,0.0108577925,STELLA
2458864.4191,20.315556,0.010139298,STELLA
2458864.41913,20.315556,0.0101392982,STELLA
2458864.512272,20.372984,0.0095607375,STELLA
2458864.5123,20.372984,0.0095607375,STELLA
2458864.5127,20.474971,0.011531574,STELLA
2458864.5127,20.376386,0.010092324,STELLA
2458864.512733,20.474971,0.0115315739,STELLA
2458864.512736,20.376386,0.0100923245,STELLA
2458864.5132,20.274079,0.0099443013,STELLA
2458864.513211,20.274079,0.0099443013,STELLA
2458864.606379,20.225528,0.0103490554,STELLA
2458864.6064,20.225528,0.010349055,STELLA
2458864.6068,20.36862,0.011773212,STELLA
2458864.6068,20.240876,0.010229242,STELLA
2458864.606803,20.36862,0.0117732123,STELLA
2458864.606807,20.240876,0.0102292417,STELLA
2458864.6072,20.255225,0.010003365,STELLA
2458864.607237,20.255225,0.0100033646,STELLA
2458864.6311,20.258301,0.011158751,STELLA
2458864.63112,20.258301,0.011158751,STELLA
2458864.63157,20.34519,0.0108346345,STELLA
2458864.631572,20.180674,0.0116464411,STELLA
2458864.6316,20.34519,0.010834635,STELLA
2458864.6316,20.180674,0.011646441,STELLA
2458864.632,20.282698,0.010726437,STELLA
2458864.632036,20.282698,0.0107264374,STELLA
2458865.304252,20.367157,0.0093369055,STELLA
2458865.3043,20.367157,0.0093369055,STELLA
2458865.3047,20.47197,0.009324739,STELLA
2458865.3047,20.424172,0.010024495,STELLA
2458865.304701,20.47197,0.009324739,STELLA
2458865.304704,20.424172,0.0100244953,STELLA
2458865.305168,20.438015,0.0092151406,STELLA
2458865.3052,20.438015,0.0092151406,STELLA
2458865.4098,20.418654,0.010300255,STELLA
2458865.409831,20.418654,0.0103002553,STELLA
2458865.410275,20.526021,0.0106781912,STELLA
2458865.410295,20.429398,0.0102757438,STELLA
2458865.4103,20.526021,0.010678191,STELLA
2458865.4103,20.429398,0.010275744,STELLA
2458865.4107,20.482453,0.0097149665,STELLA
2458865.410737,20.482453,0.0097149665,STELLA
2458865.436453,20.56932,0.0100516033,STELLA
2458865.4365,20.56932,0.010051603,STELLA
2458865.4369,20.593236,0.009702174,STELLA
2458865.4369,20.607686,0.0094672053,STELLA
2458865.436929,20.607686,0.0094672053,STELLA
2458865.43694,20.593236,0.009702174,STELLA
2458865.4374,20.483107,0.0099232949,STELLA
2458865.437415,20.483107,0.0099232949,STELLA
2458865.4597,20.54954,0.010042707,STELLA
2458865.459726,20.54954,0.0100427071,STELLA
2458865.46018,20.631743,0.010431524,STELLA
2458865.4602,20.566016,0.010190249,STELLA
2458865.4602,20.631743,0.010431524,STELLA
2458865.460202,20.566016,0.0101902486,STELLA
2458865.460654,20.547163,0.0104767383,STELLA
2458865.4607,20.547163,0.010476738,STELLA
2458865.5474,20.471195,0.010534057,STELLA
2458865.547434,20.471195,0.0105340574,STELLA
2458865.547664,20.462795,0.0105639409,STELLA
2458865.5477,20.462795,0.010563941,STELLA
2458865.5479,20.448032,0.010320982,STELLA
2458865.547909,20.448032,0.0103209815,STELLA
2458865.548361,20.480823,0.0104283587,STELLA
2458865.5484,20.480823,0.010428359,STELLA
2458865.5726,20.47927,0.01002999,STELLA
2458865.572641,20.47927,0.0100299896,STELLA
2458865.573092,20.505082,0.0102075776,STELLA
2458865.5731,20.370197,0.010024425,STELLA
2458865.5731,20.505082,0.010207578,STELLA
2458865.573105,20.370197,0.0100244252,STELLA
2458865.573558,20.40671,0.0107194429,STELLA
2458865.5736,20.40671,0.010719443,STELLA
2458865.5972,20.360999,0.010635249,STELLA
2458865.597208,20.360999,0.0106352485,STELLA
2458865.597651,20.509458,0.0098557469,STELLA
2458865.597672,20.400408,0.0106576442,STELLA
2458865.5977,20.400408,0.010657644,STELLA
2458865.5977,20.509458,0.0098557469,STELLA
2458865.5981,20.393618,0.0098645928,STELLA
2458865.598124,20.393618,0.0098645928,STELLA
2458865.6216,20.351813,0.011200426,STELLA
2458865.621643,20.351813,0.0112004261,STELLA
2458865.622094,20.426153,0.009212667,STELLA
2458865.6221,20.426153,0.009212667,STELLA
2458865.6221,20.326679,0.01048899,STELLA
2458865.622106,20.326679,0.0104889896,STELLA
2458865.62257,20.314595,0.010464807,STELLA
2458865.6226,20.314595,0.010464807,STELLA
2458866.3047,20.56599,0.0106953718,STELLA
2458866.3047,20.56599,0.010695372,STELLA
2458866.3051,20.623532,0.010570716,STELLA
2458866.3051,20.550531,0.011066688,STELLA
2458866.30513,20.623532,0.0105707161,STELLA
2458866.30514,20.550531,0.0110666883,STELLA
2458866.30558,20.497741,0.0105046228,STELLA
2458866.3056,20.497741,0.010504623,STELLA
2458866.417682,20.508476,0.010483104,STELLA
2458866.4177,20.508476,0.010483104,STELLA
2458866.4181,20.593609,0.0097152991,STELLA
2458866.4181,20.661627,0.0099970303,STELLA
2458866.418111,20.661627,0.0099970303,STELLA
2458866.418123,20.593609,0.0097152991,STELLA
2458866.418563,20.636181,0.0101046832,STELLA
2458866.4186,20.636181,0.010104683,STELLA
2458866.442699,20.644662,0.0090481246,STELLA
2458866.4427,20.644662,0.0090481246,STELLA
2458866.4431,20.743343,0.010605099,STELLA
2458866.4431,20.656203,0.0097757717,STELLA
2458866.443122,20.743343,0.0106050985,STELLA
2458866.443128,20.656203,0.0097757717,STELLA
2458866.443557,20.625092,0.0092308333,STELLA
2458866.4436,20.625092,0.0092308333,STELLA
2458866.4656,20.511713,0.0093905785,STELLA
2458866.465627,20.511713,0.0093905785,STELLA
2458866.466061,20.686482,0.0098809663,STELLA
2458866.466067,20.661363,0.0089675118,STELLA
2458866.4661,20.686482,0.0098809663,STELLA
2458866.4661,20.661363,0.0089675118,STELLA
2458866.4665,20.523023,0.0092398845,STELLA
2458866.466508,20.523023,0.0092398845,STELLA
2458866.4883,20.599764,0.0088436376,STELLA
2458866.488318,20.599764,0.0088436376,STELLA
2458866.4887,20.554031,0.0090711768,STELLA
2458866.4887,20.67859,0.0093356525,STELLA
2458866.488745,20.67859,0.0093356525,STELLA
2458866.488747,20.554031,0.0090711768,STELLA
2458866.489175,20.631374,0.0092864863,STELLA
2458866.4892,20.631374,0.0092864863,STELLA
2458866.512696,20.461112,0.0100422016,STELLA
2458866.5127,20.461112,0.010042202,STELLA
2458866.5131,20.535918,0.009140211,STELLA
2458866.5131,20.62854,0.010497193,STELLA
2458866.513119,20.62854,0.0104971927,STELLA
2458866.513124,20.535918,0.009140211,STELLA
2458866.513553,20.48798,0.0089734081,STELLA
2458866.5136,20.48798,0.0089734081,STELLA
2458866.5873,20.491766,0.0099502034,STELLA
2458866.587339,20.491766,0.0099502034,STELLA
2458866.587756,20.535417,0.0090720583,STELLA
2458866.587768,20.490762,0.0094922338,STELLA
2458866.5878,20.535417,0.0090720583,STELLA
2458866.5878,20.490762,0.0094922338,STELLA
2458866.588196,20.460259,0.0086019522,STELLA
2458866.5882,20.460259,0.0086019522,STELLA
2458866.6118,20.448508,0.01047951,STELLA
2458866.611837,20.448508,0.0104795104,STELLA
2458866.612258,20.527387,0.0096609302,STELLA
2458866.612266,20.48786,0.0096938228,STELLA
2458866.6123,20.527387,0.0096609302,STELLA
2458866.6123,20.48786,0.0096938228,STELLA
2458866.612695,20.471227,0.0101424859,STELLA
2458866.6127,20.471227,0.010142486,STELLA
2458867.3052,20.503336,0.010602387,STELLA
2458867.305242,20.503336,0.010602387,STELLA
2458867.305675,20.569127,0.0108021106,STELLA
2458867.305682,20.595046,0.0109110719,STELLA
2458867.3057,20.569127,0.010802111,STELLA
2458867.3057,20.595046,0.010911072,STELLA
2458867.3061,20.540431,0.011181461,STELLA
2458867.306123,20.540431,0.0111814612,STELLA
2458867.4182,20.739967,0.0099358055,STELLA
2458867.418225,20.739967,0.0099358055,STELLA
2458867.4186,20.831232,0.0092546632,STELLA
2458867.418644,20.831232,0.0092546632,STELLA
2458867.418653,20.728008,0.0102251371,STELLA
2458867.4187,20.728008,0.010225137,STELLA
2458867.419082,20.716687,0.0100687318,STELLA
2458867.4191,20.716687,0.010068732,STELLA
2458867.4439,20.737164,0.0093614446,STELLA
2458867.443912,20.737164,0.0093614446,STELLA
2458867.4443,20.766511,0.0099605185,STELLA
2458867.4443,20.802812,0.010318173,STELLA
2458867.444337,20.802812,0.0103181727,STELLA
2458867.44434,20.766511,0.0099605185,STELLA
2458867.444769,20.751798,0.0100364673,STELLA
2458867.4448,20.751798,0.010036467,STELLA
2458867.467063,20.566842,0.0100911712,STELLA
2458867.4671,20.566842,0.010091171,STELLA
2458867.467484,20.694362,0.0096666118,STELLA
2458867.467491,20.591821,0.0096689276,STELLA
2458867.4675,20.694362,0.0096666118,STELLA
2458867.4675,20.591821,0.0096689276,STELLA
2458867.4679,20.655319,0.0099892816,STELLA
2458867.46792,20.655319,0.0099892816,STELLA
2458867.4904,20.614989,0.0097113349,STELLA
2458867.490414,20.614989,0.0097113349,STELLA
2458867.490851,20.722632,0.0102152862,STELLA
2458867.490854,20.610365,0.0098369198,STELLA
2458867.4909,20.722632,0.010215286,STELLA
2458867.4909,20.610365,0.0098369198,STELLA
2458867.4913,20.615487,0.010017117,STELLA
2458867.491306,20.615487,0.0100171174,STELLA
2458867.514781,20.738882,0.0097457656,STELLA
2458867.5148,20.738882,0.0097457656,STELLA
2458867.5152,20.749209,0.01086496,STELLA
2458867.5152,20.786786,0.0098914866,STELLA
2458867.515225,20.786786,0.0098914866,STELLA
2458867.515233,20.749209,0.0108649598,STELLA
2458867.515685,20.643717,0.0095602587,STELLA
2458867.5157,20.643717,0.0095602587,STELLA
2458867.608071,20.615596,0.0098106064,STELLA
2458867.6081,20.615596,0.0098106064,STELLA
2458867.608496,20.790534,0.0098843752,STELLA
2458867.6085,20.696673,0.0097489467,STELLA
2458867.6085,20.790534,0.0098843752,STELLA
2458867.6085,20.696673,0.0097489467,STELLA
2458867.6089,20.645577,0.0098520777,STELLA
2458867.608929,20.645577,0.0098520777,STELLA
2458868.3061,20.683589,0.0098169419,STELLA
2458868.306119,20.683589,0.0098169419,STELLA
2458868.306599,20.813295,0.0103277943,STELLA
2458868.3066,20.813295,0.010327794,STELLA
2458868.3066,20.661146,0.010244145,STELLA
2458868.306608,20.661146,0.0102441453,STELLA
2458868.3071,20.66248,0.010271639,STELLA
2458868.307106,20.66248,0.0102716387,STELLA
2458868.4117,20.586791,0.011112125,STELLA
2458868.411703,20.586791,0.0111121246,STELLA
2458868.4121,20.689988,0.0095722826,STELLA
2458868.41215,20.689988,0.0095722826,STELLA
2458868.412155,20.66957,0.0102003384,STELLA
2458868.4122,20.66957,0.010200338,STELLA
