JD,RV,RV_err,source
2458715.7017,15.260311,0.010462216,STELLA
2458715.7021,15.287649,0.010801145,STELLA
2458715.702106,15.287649,0.0108011454,STELLA
2458716.697985,15.279584,0.0107239528,STELLA
2458716.698,15.279584,0.010723953,STELLA
2458716.6984,15.301194,0.010795968,STELLA
2458716.6984,15.25786,0.01033199,STELLA
2458716.698405,15.301194,0.010795968,STELLA
2458716.698425,15.25786,0.0103319899,STELLA
2458716.698853,15.283687,0.010484351,STELLA
2458716.6989,15.283687,0.010484351,STELLA
2458717.737365,15.331493,0.0110025218,STELLA
2458717.7374,15.331493,0.011002522,STELLA
2458717.737784,15.353742,0.0111347203,STELLA
2458717.737794,15.355829,0.0110690438,STELLA
2458717.7378,15.353742,0.01113472,STELLA
2458717.7378,15.355829,0.011069044,STELLA
2458717.7382,15.313607,0.010826265,STELLA
2458717.738234,15.313607,0.0108262647,STELLA
2458718.696084,14.822806,0.0119478635,STELLA
2458718.696532,14.935426,0.0108321565,STELLA
2458718.696536,14.900243,0.0118876453,STELLA
2458718.696988,14.878397,0.0102338613,STELLA
2458720.6875,15.231178,0.010800182,STELLA
2458720.687541,15.231178,0.0108001819,STELLA
2458720.688,15.224206,0.010855799,STELLA
2458720.688,15.261616,0.01063493,STELLA
2458720.688006,15.261616,0.0106349298,STELLA
2458720.688016,15.224206,0.0108557985,STELLA
2458720.688491,15.227838,0.0104524679,STELLA
2458720.6885,15.227838,0.010452468,STELLA
2458725.69,15.18107,0.010755811,STELLA
2458725.690013,15.18107,0.0107558106,STELLA
2458725.690452,15.169516,0.0107120159,STELLA
2458725.690453,15.170431,0.0110289763,STELLA
2458725.6905,15.170431,0.011028976,STELLA
2458725.6905,15.169516,0.010712016,STELLA
2458725.690893,15.127155,0.0108161521,STELLA
2458725.6909,15.127155,0.010816152,STELLA
2458729.6773,15.118936,0.010361911,STELLA
2458729.67735,15.118936,0.010361911,STELLA
2458729.677774,15.135681,0.0102058047,STELLA
2458729.677779,15.121012,0.0099723236,STELLA
2458729.6778,15.121012,0.0099723236,STELLA
2458729.6778,15.135681,0.010205805,STELLA
2458729.6782,15.12689,0.010631033,STELLA
2458729.678207,15.12689,0.0106310332,STELLA
2458734.7431,15.276938,0.010912074,STELLA
2458734.74314,15.276938,0.0109120742,STELLA
2458734.74356,15.276466,0.0108500152,STELLA
2458734.743569,15.267677,0.0112023294,STELLA
2458734.7436,15.267677,0.011202329,STELLA
2458734.7436,15.276466,0.010850015,STELLA
2458734.743997,15.255432,0.011100145,STELLA
2458734.744,15.255432,0.011100145,STELLA
2458738.755356,15.465285,0.0112534406,STELLA
2458738.7554,15.465285,0.011253441,STELLA
2458738.755774,15.605146,0.0111808271,STELLA
2458738.755785,15.588108,0.0111811768,STELLA
2458738.7558,15.605146,0.011180827,STELLA
2458738.7558,15.588108,0.011181177,STELLA
2458738.7562,15.575242,0.011030202,STELLA
2458738.756214,15.575242,0.011030202,STELLA
2458740.7587,15.054255,0.010634716,STELLA
2458740.758703,15.054255,0.010634716,STELLA
2458740.7592,15.099344,0.01008417,STELLA
2458740.7592,15.080157,0.010310325,STELLA
2458740.759203,15.080157,0.0103103255,STELLA
2458740.759213,15.099344,0.0100841703,STELLA
2458740.7597,15.073584,0.011566198,STELLA
2458740.759735,15.073584,0.0115661978,STELLA
2458741.755479,15.156192,0.0111720991,STELLA
2458741.7555,15.156192,0.011172099,STELLA
2458741.7559,15.199173,0.010952875,STELLA
2458741.7559,15.228614,0.011052477,STELLA
2458741.755906,15.228614,0.0110524765,STELLA
2458741.755907,15.199173,0.0109528753,STELLA
2458741.7563,15.250619,0.010047397,STELLA
2458741.756336,15.250619,0.0100473968,STELLA
2458743.624763,15.281666,0.0112242351,STELLA
2458743.6248,15.281666,0.011224235,STELLA
2458743.625284,15.320093,0.0108054715,STELLA
2458743.625285,15.324831,0.010666895,STELLA
2458743.6253,15.320093,0.010805472,STELLA
2458743.6253,15.324831,0.010666895,STELLA
2458743.6258,15.295625,0.010931788,STELLA
2458743.62583,15.295625,0.0109317877,STELLA
2458743.72388,15.290781,0.0101543824,STELLA
2458743.7239,15.290781,0.010154382,STELLA
2458743.7244,15.378203,0.010081984,STELLA
2458743.7244,15.340416,0.010369338,STELLA
2458743.724425,15.378203,0.010081984,STELLA
2458743.724448,15.340416,0.0103693376,STELLA
2458743.724982,15.361741,0.0100883703,STELLA
2458743.725,15.361741,0.01008837,STELLA
2458744.632291,15.24328,0.011430715,STELLA
2458744.6323,15.24328,0.011430715,STELLA
2458744.632856,15.212846,0.0111076307,STELLA
2458744.632871,15.337619,0.0110713929,STELLA
2458744.6329,15.337619,0.011071393,STELLA
2458744.6329,15.212846,0.011107631,STELLA
2458744.6334,15.243487,0.011615305,STELLA
2458744.633439,15.243487,0.0116153052,STELLA
2458745.6321,15.419202,0.011891774,STELLA
2458745.632124,15.419202,0.011891774,STELLA
2458745.6325,15.415484,0.011505409,STELLA
2458745.632546,15.415484,0.0115054088,STELLA
2458745.632553,15.384548,0.0114813329,STELLA
2458745.6326,15.384548,0.011481333,STELLA
2458745.632981,15.389861,0.0113637543,STELLA
2458745.633,15.389861,0.011363754,STELLA
2458745.75126,15.276793,0.0108050548,STELLA
2458745.7513,15.276793,0.010805055,STELLA
2458745.7517,15.353387,0.01019763,STELLA
2458745.7517,15.281924,0.010485465,STELLA
2458745.751701,15.353387,0.0101976303,STELLA
2458745.751724,15.281924,0.010485465,STELLA
2458745.752176,15.407524,0.0105048768,STELLA
2458745.7522,15.407524,0.010504877,STELLA
2458746.739189,15.414894,0.0107021059,STELLA
2458746.7392,15.414894,0.010702106,STELLA
2458746.7396,15.432268,0.010705597,STELLA
2458746.7396,15.438442,0.010669915,STELLA
2458746.739631,15.438442,0.0106699149,STELLA
2458746.739641,15.432268,0.010705597,STELLA
2458746.7401,15.424288,0.010589229,STELLA
2458746.740105,15.424288,0.0105892293,STELLA
2458747.625374,15.352458,0.010920399,STELLA
2458747.6254,15.352458,0.010920399,STELLA
2458747.6258,15.364406,0.011087731,STELLA
2458747.6258,15.334124,0.011084774,STELLA
2458747.625803,15.364406,0.0110877306,STELLA
2458747.625814,15.334124,0.0110847736,STELLA
2458747.6262,15.281831,0.011058265,STELLA
2458747.626243,15.281831,0.0110582648,STELLA
2458752.752087,15.342121,0.0102602511,STELLA
2458752.7521,15.342121,0.010260251,STELLA
2458752.7525,15.446817,0.012241432,STELLA
2458752.7525,15.394135,0.01011091,STELLA
2458752.752505,15.446817,0.0122414316,STELLA
2458752.752516,15.394135,0.01011091,STELLA
2458752.7529,15.419866,0.012477932,STELLA
2458752.752945,15.419866,0.0124779321,STELLA
2458753.762,15.16696,0.011261575,STELLA
2458753.762028,15.16696,0.0112615749,STELLA
2458753.7625,15.248512,0.011179937,STELLA
2458753.762532,15.248512,0.0111799367,STELLA
2458753.76255,15.238738,0.0105305975,STELLA
2458753.7626,15.238738,0.010530597,STELLA
2458753.76306,15.238745,0.0104532479,STELLA
2458753.7631,15.238745,0.010453248,STELLA
2458754.739271,15.216158,0.0107893098,STELLA
2458754.7393,15.216158,0.01078931,STELLA
2458754.739788,15.24118,0.0105438333,STELLA
2458754.7398,15.205726,0.010867379,STELLA
2458754.7398,15.24118,0.010543833,STELLA
2458754.739804,15.205726,0.0108673788,STELLA
2458754.7403,15.237401,0.010423724,STELLA
2458754.740326,15.237401,0.0104237239,STELLA
2458755.7336,15.119982,0.014698652,STELLA
2458755.733611,15.119982,0.0146986524,STELLA
2458755.7341,15.090343,0.012943795,STELLA
2458755.734142,15.090343,0.0129437945,STELLA
2458755.734156,15.120596,0.0113177024,STELLA
2458755.7342,15.120596,0.011317702,STELLA
2458755.73469,15.22686,0.0111258241,STELLA
2458755.7347,15.22686,0.011125824,STELLA
2458758.5896,15.289461,0.010589354,STELLA
2458758.589614,15.289461,0.0105893541,STELLA
2458758.59,15.290496,0.010407617,STELLA
2458758.59,15.348963,0.012803923,STELLA
2458758.590036,15.348963,0.0128039233,STELLA
2458758.590042,15.290496,0.0104076167,STELLA
2458758.590472,15.307938,0.0129486702,STELLA
2458758.5905,15.307938,0.01294867,STELLA
2458758.7418,15.215455,0.012579477,STELLA
2458758.741819,15.215455,0.0125794772,STELLA
2458758.7422,15.353276,0.012256315,STELLA
2458758.742249,15.353276,0.0122563148,STELLA
2458758.742271,15.29031,0.0121670257,STELLA
2458758.7423,15.29031,0.012167026,STELLA
2458758.7427,15.325977,0.0125896419,STELLA
2458758.7427,15.325977,0.012589642,STELLA
2458759.598076,15.355908,0.0122647309,STELLA
2458759.5981,15.355908,0.012264731,STELLA
2458759.598498,15.351044,0.0122579167,STELLA
2458759.5985,15.351044,0.012257917,STELLA
2458759.5985,15.307364,0.012254451,STELLA
2458759.598505,15.307364,0.0122544505,STELLA
2458759.5989,15.331143,0.012719158,STELLA
2458759.598934,15.331143,0.0127191581,STELLA
2458759.7179,15.411594,0.012033289,STELLA
2458759.717926,15.411594,0.012033289,STELLA
2458759.7183,15.42498,0.012423219,STELLA
2458759.718347,15.42498,0.0124232194,STELLA
2458759.718355,15.430575,0.0119996084,STELLA
2458759.7184,15.430575,0.011999608,STELLA
2458759.718784,15.308071,0.0124567148,STELLA
2458759.7188,15.308071,0.012456715,STELLA
2458760.6023,15.191751,0.012733557,STELLA
2458760.602321,15.191751,0.0127335567,STELLA
2458760.6027,15.275379,0.012010911,STELLA
2458760.602747,15.275379,0.0120109106,STELLA
2458760.60275,15.20892,0.0096116402,STELLA
2458760.6028,15.20892,0.0096116402,STELLA
2458760.603179,15.233774,0.0099379751,STELLA
2458760.6032,15.233774,0.0099379751,STELLA
2458760.7257,15.265016,0.012554413,STELLA
2458760.725724,15.265016,0.0125544131,STELLA
2458760.7261,15.272192,0.012484708,STELLA
2458760.726149,15.272192,0.0124847081,STELLA
2458760.726153,15.25985,0.0118821437,STELLA
2458760.7262,15.25985,0.011882144,STELLA
2458760.726581,15.315901,0.0124073332,STELLA
2458760.7266,15.315901,0.012407333,STELLA
2458761.5828,15.436375,0.012134255,STELLA
2458761.582806,15.436375,0.012134255,STELLA
2458761.5832,15.438482,0.012260607,STELLA
2458761.5832,15.478315,0.012238252,STELLA
2458761.583231,15.478315,0.012238252,STELLA
2458761.583235,15.438482,0.0122606071,STELLA
2458761.583664,15.43995,0.0123308363,STELLA
2458761.5837,15.43995,0.012330836,STELLA
2458761.713556,15.247776,0.0122453709,STELLA
2458761.7136,15.247776,0.012245371,STELLA
2458761.713973,15.389607,0.0116318196,STELLA
2458761.713985,15.297085,0.0113879621,STELLA
2458761.714,15.297085,0.011387962,STELLA
2458761.714,15.389607,0.01163182,STELLA
2458761.7144,15.396219,0.01182153,STELLA
2458761.714414,15.396219,0.0118215297,STELLA
2458763.5772,15.384135,0.011776468,STELLA
2458763.577214,15.384135,0.0117764682,STELLA
2458763.5776,15.363742,0.012167604,STELLA
2458763.5776,15.370373,0.011906584,STELLA
2458763.57764,15.370373,0.0119065838,STELLA
2458763.577643,15.363742,0.0121676036,STELLA
2458763.578071,15.374863,0.0117653914,STELLA
2458763.5781,15.374863,0.011765391,STELLA
2458763.7504,15.148419,0.012352732,STELLA
2458763.750403,15.148419,0.0123527318,STELLA
2458763.7508,15.082456,0.012056229,STELLA
2458763.7508,15.158481,0.012428917,STELLA
2458763.750828,15.158481,0.0124289171,STELLA
2458763.750832,15.082456,0.0120562289,STELLA
2458763.751261,15.101825,0.0122495919,STELLA
2458763.7513,15.101825,0.012249592,STELLA
2458764.6085,15.329839,0.011754735,STELLA
2458764.608523,15.329839,0.0117547346,STELLA
2458764.60895,15.386896,0.0117092799,STELLA
2458764.608952,15.326846,0.0117352822,STELLA
2458764.609,15.386896,0.01170928,STELLA
2458764.609,15.326846,0.011735282,STELLA
2458764.609381,15.360346,0.0114833193,STELLA
2458764.6094,15.360346,0.011483319,STELLA
2458764.731683,15.204774,0.0116322598,STELLA
2458764.7317,15.204774,0.01163226,STELLA
2458764.7321,15.081445,0.012423624,STELLA
2458764.7321,15.208471,0.01261426,STELLA
2458764.73211,15.208471,0.0126142597,STELLA
2458764.732112,15.081445,0.0124236239,STELLA
2458764.732552,15.214012,0.0123002323,STELLA
2458764.7326,15.214012,0.012300232,STELLA
2458765.6056,15.441318,0.012183449,STELLA
2458765.605606,15.441318,0.0121834492,STELLA
2458765.606,15.453544,0.012842593,STELLA
2458765.606,15.423965,0.011673548,STELLA
2458765.606044,15.453544,0.0128425933,STELLA
2458765.606046,15.423965,0.0116735483,STELLA
2458765.606486,15.381155,0.0132996611,STELLA
2458765.6065,15.381155,0.013299661,STELLA
2458765.7292,15.309233,0.012913841,STELLA
2458765.729249,15.309233,0.0129138412,STELLA
2458765.729666,15.381322,0.0124528854,STELLA
2458765.729678,15.374515,0.0125729271,STELLA
2458765.7297,15.374515,0.012572927,STELLA
2458765.7297,15.381322,0.012452885,STELLA
2458765.7301,15.443704,0.012448277,STELLA
2458765.730107,15.443704,0.0124482772,STELLA
2458766.6079,15.424029,0.012767421,STELLA
2458766.607905,15.424029,0.012767421,STELLA
2458766.6083,15.430827,0.012808345,STELLA
2458766.6083,15.433261,0.012545721,STELLA
2458766.608322,15.433261,0.0125457207,STELLA
2458766.608333,15.430827,0.0128083446,STELLA
2458766.608763,15.350129,0.0130301808,STELLA
2458766.6088,15.350129,0.013030181,STELLA
2458766.7352,15.125563,0.012774688,STELLA
2458766.73521,15.125563,0.0127746878,STELLA
2458766.7356,15.169446,0.012369811,STELLA
2458766.7356,15.179446,0.01207515,STELLA
2458766.735637,15.179446,0.01207515,STELLA
2458766.735639,15.169446,0.0123698105,STELLA
2458766.736068,15.188003,0.0123895262,STELLA
2458766.7361,15.188003,0.012389526,STELLA
2458767.5672,15.377203,0.01299519,STELLA
2458767.567249,15.377203,0.0129951903,STELLA
2458767.567668,15.361139,0.0126156364,STELLA
2458767.567678,15.32441,0.0122395714,STELLA
2458767.5677,15.361139,0.012615636,STELLA
2458767.5677,15.32441,0.012239571,STELLA
2458767.5681,15.320027,0.012667811,STELLA
2458767.568107,15.320027,0.0126678114,STELLA
2458767.728973,15.212464,0.0118535744,STELLA
2458767.729,15.212464,0.011853574,STELLA
2458767.729396,15.245325,0.0118603057,STELLA
2458767.7294,15.223108,0.012215588,STELLA
2458767.7294,15.245325,0.011860306,STELLA
2458767.729402,15.223108,0.0122155881,STELLA
2458767.7298,15.326932,0.012171714,STELLA
2458767.729831,15.326932,0.0121717139,STELLA
2458768.559362,15.149888,0.0103130182,STELLA
2458768.5594,15.149888,0.010313018,STELLA
2458768.559795,15.329246,0.0123175593,STELLA
2458768.5598,15.343896,0.01218665,STELLA
2458768.5598,15.329246,0.012317559,STELLA
2458768.559803,15.343896,0.01218665,STELLA
2458768.5602,15.335841,0.012667959,STELLA
2458768.560244,15.335841,0.0126679588,STELLA
2458768.74137,15.315154,0.011948715,STELLA
2458768.7414,15.315154,0.011948715,STELLA
2458768.74179,15.363371,0.0118516361,STELLA
2458768.741799,15.332176,0.0120010193,STELLA
2458768.7418,15.332176,0.012001019,STELLA
2458768.7418,15.363371,0.011851636,STELLA
2458768.7422,15.319184,0.0119172,STELLA
2458768.742228,15.319184,0.0119171998,STELLA
2458769.6188,14.992455,0.01210006,STELLA
2458769.618805,14.992455,0.01210006,STELLA
2458769.6192,15.072281,0.011948772,STELLA
2458769.6192,15.012643,0.012019418,STELLA
2458769.619241,15.012643,0.0120194177,STELLA
2458769.619246,15.072281,0.0119487718,STELLA
2458769.619686,15.076889,0.0122575353,STELLA
2458769.6197,15.076889,0.012257535,STELLA
2458769.7539,15.339683,0.012057811,STELLA
2458769.753941,15.339683,0.0120578109,STELLA
2458769.754369,15.384663,0.0133286366,STELLA
2458769.75437,15.337406,0.0116141627,STELLA
2458769.7544,15.337406,0.011614163,STELLA
2458769.7544,15.384663,0.013328637,STELLA
2458769.7548,15.278552,0.0114606797,STELLA
2458769.7548,15.278552,0.01146068,STELLA
2458773.545446,14.835214,0.0236467467,STELLA
2458773.545871,14.513799,0.0205517554,STELLA
2458773.545874,14.830309,0.0216541307,STELLA
2458774.668493,15.284893,0.0117047338,STELLA
2458774.6685,15.284893,0.011704734,STELLA
2458774.6689,15.307985,0.012182859,STELLA
2458774.6689,15.253209,0.012221871,STELLA
2458774.668931,15.307985,0.0121828594,STELLA
2458774.668945,15.253209,0.0122218714,STELLA
2458774.669385,15.268616,0.0123004651,STELLA
2458774.6694,15.268616,0.012300465,STELLA
2458774.771883,15.29343,0.0119792931,STELLA
2458774.7719,15.29343,0.011979293,STELLA
2458774.7723,15.337599,0.012562627,STELLA
2458774.7723,15.286396,0.01182989,STELLA
2458774.772331,15.337599,0.0125626266,STELLA
2458774.772335,15.286396,0.0118298902,STELLA
2458774.772787,15.324134,0.0126361992,STELLA
2458774.7728,15.324134,0.012636199,STELLA
2458775.567155,15.31968,0.0121573455,STELLA
2458775.5672,15.31968,0.012157345,STELLA
2458775.567572,15.374929,0.0123057148,STELLA
2458775.567584,15.370592,0.0127006995,STELLA
2458775.5676,15.374929,0.012305715,STELLA
2458775.5676,15.370592,0.012700699,STELLA
2458775.568,15.386169,0.012129542,STELLA
2458775.568013,15.386169,0.0121295424,STELLA
2458775.740996,15.355338,0.0136674758,STELLA
2458775.741,15.355338,0.013667476,STELLA
2458775.7414,15.39611,0.013435022,STELLA
2458775.7414,15.430191,0.013390768,STELLA
2458775.741418,15.430191,0.0133907676,STELLA
2458775.741425,15.39611,0.0134350217,STELLA
2458775.741853,15.33186,0.0133951858,STELLA
2458775.7419,15.33186,0.013395186,STELLA
2458776.546775,15.448855,0.0122184256,STELLA
2458776.5468,15.448855,0.012218426,STELLA
2458776.547193,15.469915,0.0138144953,STELLA
2458776.5472,15.440738,0.013824969,STELLA
2458776.5472,15.469915,0.013814495,STELLA
2458776.547203,15.440738,0.0138249686,STELLA
2458776.5476,15.443873,0.012078334,STELLA
2458776.547632,15.443873,0.0120783343,STELLA
2458776.7301,15.37124,0.013474627,STELLA
2458776.730117,15.37124,0.0134746269,STELLA
2458776.7305,15.418155,0.013202256,STELLA
2458776.7305,15.363678,0.01284432,STELLA
2458776.730541,15.418155,0.0132022563,STELLA
2458776.730546,15.363678,0.0128443198,STELLA
2458776.730974,15.399457,0.012837471,STELLA
2458776.731,15.399457,0.012837471,STELLA
2458778.759187,15.402812,0.0125610099,STELLA
2458778.7592,15.402812,0.01256101,STELLA
2458778.7596,15.415522,0.012259697,STELLA
2458778.7596,15.357768,0.01195585,STELLA
2458778.759611,15.415522,0.0122596974,STELLA
2458778.759616,15.357768,0.0119558496,STELLA
2458778.76,15.348782,0.012167438,STELLA
2458778.760045,15.348782,0.0121674376,STELLA
2458780.5433,15.430893,0.012457527,STELLA
2458780.543349,15.430893,0.012457527,STELLA
2458780.543774,15.431911,0.0120447623,STELLA
2458780.543778,15.404285,0.0122978387,STELLA
2458780.5438,15.404285,0.012297839,STELLA
2458780.5438,15.431911,0.012044762,STELLA
2458780.5442,15.420066,0.012398168,STELLA
2458780.544206,15.420066,0.0123981677,STELLA
2458780.718463,15.44637,0.0142477911,STELLA
2458780.7185,15.44637,0.014247791,STELLA
2458780.718881,15.469869,0.0136377989,STELLA
2458780.718891,15.401218,0.0139357695,STELLA
2458780.7189,15.401218,0.01393577,STELLA
2458780.7189,15.469869,0.013637799,STELLA
2458780.7193,15.439474,0.013416394,STELLA
2458780.71932,15.439474,0.0134163941,STELLA
2458781.523887,15.249228,0.013062303,STELLA
2458781.5239,15.249228,0.013062303,STELLA
2458781.5243,15.315423,0.014554791,STELLA
2458781.5243,15.238555,0.013113404,STELLA
2458781.524304,15.315423,0.0145547911,STELLA
2458781.524316,15.238555,0.0131134045,STELLA
2458781.5247,15.253203,0.012321314,STELLA
2458781.524745,15.253203,0.012321314,STELLA
2458781.6386,15.204673,0.014251542,STELLA
2458781.638626,15.204673,0.0142515424,STELLA
2458781.639,15.280255,0.0133063,STELLA
2458781.639047,15.280255,0.0133063002,STELLA
2458781.639055,15.181379,0.0117283251,STELLA
2458781.6391,15.181379,0.011728325,STELLA
2458781.639483,15.253208,0.0138676831,STELLA
2458781.6395,15.253208,0.013867683,STELLA
2458791.761581,16.067825,0.0298469207,STELLA
2458791.762,15.684055,0.025020126,STELLA
2458791.762009,15.684055,0.0250201258,STELLA
2458791.76201,14.842387,0.017622916,STELLA
2458792.588874,15.581936,0.0134502614,STELLA
2458792.5889,15.581936,0.013450261,STELLA
2458792.5893,15.605439,0.013572901,STELLA
2458792.5893,15.608519,0.013992825,STELLA
2458792.589312,15.605439,0.0135729006,STELLA
2458792.589314,15.608519,0.0139928255,STELLA
2458792.589766,15.566652,0.0131586237,STELLA
2458792.5898,15.566652,0.013158624,STELLA
2458793.744487,15.526603,0.0129225003,STELLA
2458793.7445,15.526603,0.0129225,STELLA
2458793.7449,15.5253,0.012955017,STELLA
