# JD     RV     RV_err 
 2457046.529600  22.438589  0.0067882551 
 2457046.537900  22.414791  0.0077757938 
 2457046.541600  22.406038  0.0073761329 
 2457046.545200  22.397010  0.0079708736 
 2457046.549800  22.414639  0.0068639307 
 2457046.553900  22.431525  0.0065395254 
 2457046.562300  22.427626  0.0065060933 
 2457046.573600  22.426890  0.0067309642 
 2457046.581600  22.419373  0.0067417849 
 2457047.448600  22.462617  0.0064006823 
 2457047.470100  22.429267  0.0074179713 
 2457047.478000  22.482039  0.0064613996 
 2457047.486300  22.457660  0.0066695239 
 2457047.521800  22.441232  0.0064345214 
 2457047.530400  22.420578  0.0072481179 
 2457047.534400  22.429999  0.0066006957 
 2457047.538300  22.441500  0.0065392763 
 2457047.542400  22.435466  0.0067346911 
 2457047.546600  22.428946  0.0068222599 
 2457047.555400  22.437984  0.0069142299 
 2457047.559400  22.408106  0.0068288563 
 2457047.563200  22.430195  0.0069808116 
 2457047.587100  22.389757  0.0070322138 
 2457048.455500  22.436198  0.0078062538 
 2457048.509600  22.423357  0.0073838187 
 2457048.526400  22.428752  0.0070331136 
 2457048.543200  22.408539  0.0084403752 
 2457048.555400  22.427507  0.0072349471 
 2457048.559100  22.412975  0.0075867889 
 2457048.574500  22.415053  0.0070102017 
 2457049.444800  22.467824  0.0067600890 
 2457049.479000  22.506147  0.0062841933 
 2457049.496400  22.452310  0.0064311331 
 2457049.500200  22.447283  0.0066077408 
 2457049.524900  22.459950  0.0063489001 
 2457049.528600  22.455850  0.0064811522 
 2457049.540800  22.470502  0.0063526561 
 2457049.544500  22.455673  0.0065250112 
 2457049.548500  22.466291  0.0066438440 
 2457049.552100  22.481384  0.0071736543 
 2457049.571600  22.474666  0.0073317926 
 2457049.579700  22.491786  0.0075404926 
 2457084.346400  21.916226  0.0080904007 
 2457084.374700  21.642880  0.0075304125 
 2457084.389100  21.865160  0.0072416948 
 2457084.467100  21.866445  0.0069809806 
 2457084.487600  21.942197  0.0068131968 
 2457084.491800  21.850004  0.0077184483 
 2457085.349700  22.045156  0.0072331929 
 2457085.388600  21.957205  0.0064629258 
 2457085.413600  21.944032  0.0064199048 
 2457085.463100  22.011184  0.0067211707 
 2457085.471200  21.979322  0.0069532862 
 2457085.497500  22.007401  0.0067949303 
 2457087.441100  21.891123  0.0071169835 
 2457087.459800  21.920336  0.0078029980 
 2457094.444400  21.706135  0.0075611222 
 2457097.444000  21.629922  0.0075927470 
 2457106.393300  21.386569  0.0089404908 
 2457110.355900  21.317704  0.0089826000 
 2457111.353500  21.125560  0.0096041731 
 2457111.370200  21.131911  0.0094370854 
 2457111.374300  21.110836  0.0092321196 
 2457113.351600  21.173158  0.0094150297 
 2457113.368400  21.156415  0.0086680039 
 2457113.376000  21.187159  0.0092054890 
 2457113.399700  21.146153  0.0090746812 
 2457116.356700  21.031819  0.0080649834 
 2457116.372800  20.969598  0.0102601830 
 2457116.376500  20.962744  0.0101569030 
 2457116.392500  20.941508  0.0099384868 
 2457118.380800  20.964053  0.0087358155 
 2457119.356000  21.282695  0.0075672015 
 2457120.403000  20.587606  0.0089265930 
 2457121.357400  20.611345  0.0083445172 
 2457123.360500  20.732183  0.0096167110 
 2457124.358400  20.691112  0.0094743246 
 2457125.358600  20.654615  0.0092926628 
 2457127.359300  20.525589  0.0093110050 
 2457253.720300  21.591194  0.0086448957 
 2457259.719500  21.653539  0.0100678970 
 2457264.718900  21.773071  0.0091266834 
 2457268.724300  21.869336  0.0090384799 
 2457274.663400  21.814197  0.0098443439 
 2457279.712500  22.021199  0.0096395397 
 2457280.744700  22.009343  0.0098069209 
 2457291.665900  22.274512  0.0101226550 
 2457295.674700  22.442036  0.0095591865 
 2457296.730600  22.441165  0.0100313030 
 2457303.617700  22.579112  0.0093123662 
 2457308.640200  22.756290  0.0089727348 
 2457322.628600  22.905394  0.0082222199 
 2457330.745600  23.008975  0.0079336801 
 2457332.752000  23.039858  0.0079766850 
 2457334.764000  22.993600  0.0086406025 
 2457338.724000  23.096210  0.0087152742 
 2457340.736300  23.216067  0.0085456717 
 2457343.538100  23.129007  0.0087681951 
 2457344.549100  23.247759  0.0079206335 
 2457345.555400  23.197812  0.0095132926 
 2457346.581600  23.308050  0.0082353265 
 2457347.617300  23.361740  0.0085051858 
 2457348.558600  23.392908  0.0089408645 
 2457352.512900  23.310699  0.0096986774 
 2457353.779900  23.409962  0.0093356932 
 2457355.531700  23.277925  0.0098799913 
 2457355.565700  23.317703  0.0100645860 
 2457357.707500  22.099228  0.0144804730 
 2457357.711000  22.387201  0.0102067020 
 2457368.599900  23.371477  0.0105041840 
 2457372.673100  23.207821  0.0104994310 
 2457376.688000  23.238685  0.0115917460 
 2457381.611600  23.193452  0.0093429075 
 2457386.652100  23.078404  0.0091108949 
 2457395.560300  23.029682  0.0101115120 
 2457401.629000  22.947527  0.0104272900 
 2457408.569400  22.945178  0.0089881455 
 2457413.610100  22.852817  0.0100028850 
 2457414.609300  22.858545  0.0097478321 
 2457415.608100  22.842947  0.0093093011 
 2457418.600800  22.840344  0.0108438300 
 2457424.543600  22.978681  0.0102386500 
 2457428.568400  22.958332  0.0113327180 
 2457432.560700  23.089593  0.0093224133 
 2457443.502000  23.146348  0.0116052820 
 2457455.500200  23.265608  0.0108699130 
 2457479.393500  22.388199  0.0095311056 
 2457616.725700  21.224915  0.0092639128 
 2457617.721000  21.921608  0.0100088300 
 2457617.724600  21.664621  0.0110866770 
 2457617.728200  21.793430  0.0111093510 
 2457644.738800  20.264895  0.0105653080 
 2457653.685600  19.966281  0.0103313950 
 2457656.749400  20.039368  0.0121530530 
 2457662.684500  20.049847  0.0108574100 
 2457664.751000  19.874167  0.0120690920 
 2457668.677300  19.977547  0.0117446030 
 2457672.647000  20.123912  0.0098306459 
 2457679.650000  20.168721  0.0085591070 
 2457682.748700  20.077607  0.0077411593 
 2457683.759800  20.219114  0.0077093958 
 2457684.638800  20.165164  0.0088117874 
 2457695.761900  20.161497  0.0097561388 
 2457701.648600  20.557940  0.0082268057 
 2457703.755700  20.674080  0.0083230203 
 2457705.704800  20.779021  0.0071959468 
 2457708.565200  20.875224  0.0066239027 
 2457709.734700  20.861797  0.0074195179 
 2457713.635400  20.849126  0.0095095852 
 2457716.768000  20.830070  0.0095258086 
 2457717.550800  21.032665  0.0088439770 
 2457719.452900  20.840288  0.0086775597 
 2457719.456500  20.861686  0.0081288079 
 2457719.476000  20.923587  0.0093742401 
 2457719.514300  20.829649  0.0109759060 
 2457719.591500  20.642321  0.0111440520 
 2457719.598800  20.833416  0.0111100580 
 2457719.602500  20.816061  0.0085525177 
 2457719.628600  20.870028  0.0091226323 
 2457719.632200  20.857715  0.0097868318 
 2457719.652200  20.922256  0.0094992993 
 2457720.778200  20.936502  0.0085401530 
 2457725.496300  21.001830  0.0077748807 
 2457728.647600  21.155086  0.0068172709 
 2457731.493500  21.090978  0.0074475418 
 2457732.577800  21.074238  0.0082707965 
 2457733.554200  21.205819  0.0069938642 
 2457733.557800  21.222466  0.0066594794 
 2457738.491100  21.187703  0.0070535050 
 2457758.439900  21.503225  0.0081677340 
 2457758.642600  21.514039  0.0083069741 
 2457760.651400  21.553272  0.0082594983 
 2457763.626800  21.604939  0.0080952769 
 2457764.656900  21.388976  0.0079871077 
 2457767.645500  21.505300  0.0083450840 
 2457769.546700  21.584752  0.0083799802 
 2457770.539400  21.742238  0.0078710816 
 2457772.531100  21.789792  0.0085062828 
 2457773.542700  21.812566  0.0073720964 
 2457778.502300  21.738225  0.0080550469 
 2457781.545500  21.788013  0.0082803530 
 2457784.511400  21.485030  0.0091659315 
 2457785.544700  21.576894  0.0074984939 
 2457785.548100  21.506654  0.0092947082 
 2457788.563500  21.468667  0.0088802092 
 2457789.577100  21.467667  0.0078599349 
 2457791.559300  21.394777  0.0070384783 
 2457826.441400  19.805750  0.0077338535 
 2457834.451400  19.499719  0.0069916593 
 2457981.728700  17.671990  0.0102862870 
 2457986.731200  17.538344  0.0108001890 
 2457993.695100  17.767408  0.0127255300 
 2457993.727900  17.775725  0.0123540490 
 2457993.732700  17.701186  0.0130620980 
 2457993.736400  17.810321  0.0133208400 
 2457995.735600  17.839584  0.0120829460 
 2458004.739400  17.992888  0.0097951274 
 2458013.736300  18.370185  0.0108705550 
 2458015.747100  18.388229  0.0108113900 
 2458031.748200  18.964283  0.0092767389 
 2458035.751700  19.107968  0.0099851070 
 2458036.755700  19.170498  0.0098474653 
 2458045.713000  19.514357  0.0099922978 
 2458047.739300  19.480727  0.0095963773 
 2458048.742000  19.614411  0.0106440960 
 2458048.757300  19.584801  0.0100307670 
 2458050.758500  19.716598  0.0093158513 
 2458051.763400  19.794857  0.0094452909 
 2458052.729700  19.852558  0.0097588631 
 2458054.734900  19.726418  0.0090432524 
 2458056.689000  19.981969  0.0084449915 
 2458057.706000  19.940352  0.0080916642 
 2458057.733400  20.006128  0.0079881213 
 2458058.710100  20.003017  0.0082798378 
 2458059.720800  20.040766  0.0075996366 
 2458060.691800  20.153137  0.0071484736 
 2458060.721800  20.105660  0.0072644084 
 2458060.733500  20.130902  0.0071208052 
 2458060.741800  20.106186  0.0073610942 
 2458060.752600  20.139177  0.0079714626 
 2458060.756200  20.137059  0.0075567174 
 2458064.675100  20.287276  0.0073176936 
 2458065.695300  20.309798  0.0063326970 
 2458066.735400  20.104865  0.0075218285 
 2458067.659300  20.291557  0.0074581373 
 2458067.684400  20.277524  0.0076763291 
 2458069.770000  20.421447  0.0076519953 
 2458072.717000  20.431792  0.0087526942 
 2458073.763800  20.428315  0.0079084374 
 2458074.736500  20.521181  0.0085073263 
 2458075.711300  20.389052  0.0088875251 
 2458075.726800  20.440401  0.0083382395 
 2458076.675600  20.456948  0.0073872609 
 2458076.691100  20.533639  0.0082849400 
 2458076.710000  20.480332  0.0087965338 
 2458076.739200  20.511098  0.0084737797 
 2458076.766000  20.481688  0.0086596714 
 2458076.773900  20.524485  0.0088691213 
 2458077.663100  20.497523  0.0085230363 
 2458077.676000  20.505960  0.0085002027 
 2458077.679500  20.534182  0.0089229294 
 2458077.691500  20.446308  0.0082747949 
 2458077.695000  20.522645  0.0081871631 
 2458077.750700  20.505678  0.0079181400 
 2458077.757900  20.513387  0.0087987637 
 2458077.765600  20.500482  0.0092644568 
 2458077.773000  20.459117  0.0090445983 
 2458077.776400  20.407729  0.0087086136 
 2458078.662400  20.503002  0.0091558382 
 2458078.776600  20.292719  0.0116160620 
 2458079.646800  20.322041  0.0095701077 
 2458080.705800  20.505937  0.0089120316 
 2458080.732800  20.457708  0.0094053073 
 2458080.766600  20.534356  0.0082463095 
 2458081.498500  20.436218  0.0096452570 
 2458081.557400  20.578711  0.0089221149 
 2458091.677400  20.593845  0.0074826756 
 2458091.736600  20.594239  0.0079108055 
 2458091.760500  20.604133  0.0078853299 
 2458092.673200  20.505207  0.0079355922 
 2458093.637900  20.540645  0.0072803508 
 2458093.748000  20.517627  0.0074517497 
 2458094.493900  20.603729  0.0072061446 
 2458094.678100  20.552544  0.0079283221 
 2458094.692900  20.549964  0.0078550590 
 2458094.696300  20.598461  0.0078313776 
 2458094.719800  20.557964  0.0081272487 
 2458094.742500  20.586461  0.0076591316 
 2458094.750300  20.570349  0.0079457519 
 2458095.617800  20.496964  0.0075935835 
 2458096.567600  20.446017  0.0069380275 
 2458096.679700  20.593857  0.0069835306 
 2458097.543000  20.568837  0.0075215586 
 2458097.571800  20.605239  0.0074591633 
 2458097.600100  20.590027  0.0071724212 
 2458097.691500  20.584261  0.0068455745 
 2458098.545300  20.535974  0.0071480762 
 2458098.594000  20.515757  0.0069156545 
 2458098.726800  20.462125  0.0072950968 
 2458101.629400  20.495995  0.0069930821 
 2458101.671600  20.476453  0.0074937216 
 2458101.675100  20.448978  0.0069859713 
 2458102.560500  20.546801  0.0066251068 
 2458102.590100  20.576495  0.0068040960 
 2458102.702900  20.424489  0.0066262112 
 2458102.721100  20.456028  0.0068708986 
 2458102.731900  20.396967  0.0071925489 
 2458105.517900  20.509384  0.0062910118 
 2458105.543800  20.509598  0.0062718758 
 2458106.529100  20.484487  0.0065183952 
 2458106.540700  20.501060  0.0067571898 
 2458106.640100  20.500587  0.0062438070 
 2458106.714700  20.408435  0.0064420897 
 2458107.516100  20.552715  0.0058123676 
 2458107.576200  20.487806  0.0065200581 
 2458108.535900  20.471370  0.0069010660 
 2458108.567700  20.479151  0.0066460191 
 2458108.578400  20.507785  0.0066320231 
 2458109.575300  20.468326  0.0059987150 
 2458109.590400  20.435558  0.0061381408 
 2458109.594100  20.463682  0.0057795350 
 2458109.605200  20.483346  0.0059549337 
 2458109.709200  20.427161  0.0068727595 
 2458110.539800  20.505132  0.0062809849 
 2458110.573000  20.473987  0.0065265320 
 2458110.704500  20.448157  0.0069649797 
 2458111.524100  20.460945  0.0062517844 
 2458111.564400  20.500137  0.0058444345 
 2458111.696800  20.452822  0.0068532289 
 2458112.504500  20.462805  0.0062103006 
 2458112.562900  20.490413  0.0064739069 
 2458112.680100  20.488593  0.0062928866 
 2458112.695700  20.474477  0.0062100600 
 2458112.703400  20.461056  0.0061371984 
 2458113.585000  20.433488  0.0058860554 
 2458113.695900  20.427659  0.0061982777 
 2458114.527200  20.395851  0.0061984636 
 2458114.566300  20.470441  0.0066843591 
 2458114.569900  20.424712  0.0061936518 
 2458115.515400  20.410677  0.0061999115 
 2458115.547300  20.482424  0.0062397114 
 2458115.557900  20.474065  0.0061778460 
 2458115.666300  20.360164  0.0060142183 
 2458115.684900  20.321305  0.0058284028 
 2458115.692400  20.291511  0.0062888503 
 2458116.507700  20.390335  0.0060337636 
 2458116.524600  20.401528  0.0065752870 
 2458116.553800  20.412294  0.0063116476 
 2458116.678600  20.338326  0.0067352321 
 2458116.693800  20.283374  0.0065816569 
 2458119.475400  20.365555  0.0065509730 
 2458119.545300  20.319383  0.0066560744 
 2458119.548900  20.322263  0.0068267405 
 2458120.505600  20.273562  0.0065086481 
 2458120.539400  20.250426  0.0065864322 
 2458120.590000  20.290074  0.0064207279 
 2458120.597500  20.354143  0.0065099253 
 2458120.604600  20.225768  0.0062926165 
 2458120.608300  20.263748  0.0059605246 
 2458120.611800  20.260841  0.0065591545 
 2458120.618900  20.290214  0.0066558325 
 2458121.517000  20.351832  0.0067620184 
 2458121.536700  20.378000  0.0066856596 
 2458121.540200  20.363443  0.0065604746 
 2458121.655800  20.288612  0.0063507572 
 2458121.670600  20.321424  0.0070904742 
 2458121.674000  20.227863  0.0063924667 
 2458122.467400  20.350441  0.0063544728 
 2458122.569300  20.276573  0.0060260999 
 2458122.584100  20.273782  0.0057686076 
 2458122.588000  20.333322  0.0055414779 
 2458122.598800  20.359658  0.0060395147 
 2458122.615000  20.301914  0.0065097114 
 2458122.653600  20.262117  0.0062968796 
 2458122.661500  20.279869  0.0061473181 
 2458122.669100  20.301662  0.0066748233 
 2458122.677000  20.282363  0.0061623888 
 2458123.516100  20.307397  0.0072472102 
 2458123.655500  20.283747  0.0066651026 
 2458124.497900  20.213061  0.0066554013 
 2458129.474300  20.309319  0.0059757791 
 2458129.554700  20.319575  0.0060810736 
 2458129.655300  20.223093  0.0068540839 
 2458130.538100  20.312449  0.0063982327 
 2458130.644200  20.259616  0.0065682163 
 2458131.500300  20.293776  0.0065856195 
 2458131.515600  20.304177  0.0063742362 
 2458131.519200  20.334721  0.0062831680 
 2458131.531300  20.325506  0.0062008778 
 2458131.547600  20.403297  0.0058570400 
 2458132.501300  20.235632  0.0067383056 
 2458132.516100  20.262137  0.0072653166 
 2458132.519500  20.237132  0.0065077540 
 2458132.530600  20.265223  0.0071967796 
 2458132.545900  20.359415  0.0063032623 
 2458132.549300  20.373445  0.0068765439 
 2458133.527400  20.364023  0.0063549330 
 2458143.541900  20.443612  0.0058539488 
 2458143.604300  20.349530  0.0063133598 
 2458144.554500  20.407731  0.0067662908 
 2458163.433600  20.818725  0.0060323819 
 2458163.561400  20.799762  0.0067309485 
 2458164.527600  20.816305  0.0060965395 
 2458166.468200  20.913658  0.0063011343 
 2458168.516300  20.907249  0.0060113877 
 2458168.543900  20.829425  0.0063836239 
 2458171.461200  20.972589  0.0058369051 
 2458171.535600  20.899562  0.0071103392 
 2458180.438000  20.754492  0.0071538234 
 2458184.468700  21.090721  0.0060764152 
 2458184.504800  21.063961  0.0066503877 
 2458188.475100  21.113901  0.0071993176 
 2458191.469200  21.251054  0.0064144326 
 2458203.437100  20.919536  0.0087556211 
 2458215.356000  20.638357  0.0078384693 
 2458216.400600  20.532530  0.0078689880 
 2458216.412000  20.589913  0.0078266343 
 2458219.390200  20.564619  0.0076374870 
 2458223.362800  20.514427  0.0071005652 
 2458352.722400  16.691998  0.0098647725 
 2458354.708300  16.669797  0.0095135619 
 2458355.726800  16.670301  0.0100520930 
 2458356.706000  16.474985  0.0095635594 
 2458359.721100  16.517762  0.0103141750 
 2458360.733296  16.465634  0.0100485386 
 2458360.733300  16.465634  0.0100485390 
 2458364.726500  16.355926  0.0099390602 
 2458364.726547  16.355926  0.0099390602 
 2458365.736658  16.318406  0.0103827457 
